,id_uni,name_uni,city,plz,county,address,traeger,nr_students,found_year,long,lat,ap_auf,ap_ing,ap_num,ap_mug,ap_gus,ap_ruw,ap_sloth,ap_suk,ap_kgm,ap_lsg,studies
409,a-455,Universität Siegen,Siegen,57076,Nordrhein-Westfalen,Adolf-Reichwein-Straße 2,staatlich,19350,1972,50.91082000000, 8.02730010000,"0,0%","16,5%","8,3%","0,0%","14,3%","13,5%","0,0%","21,1%","1,5%","24,8%","['Accounting, Auditing and Taxation, Master of Science', 'Angewandte Sprachwissenschaft: Kommunikation und Fremdsprachen im Beruf, Master of Arts', 'Architektur, Bachelor of Science', 'Architektur - Planen und Bauen im Bestand, Master of Science', 'Bauingenieurwesen, Master of Science', 'Bauingenieurwesen (dual), Bachelor of Science', 'Betriebswirtschaftslehre, Bachelor of Science', 'Bildung und Soziale Arbeit, Master of Arts', 'Bildungswissenschaften (Lehramt), Staatsexamen', 'Bildungswissenschaften mit integrierter Förderpädagogik (Lehramt), Bachelor of Arts, Master', 'Biologie (Lehramt), Bachelor, Staatsexamen', 'Chemie, Bachelor of Science, Master of Science', 'Chemie (Lehramt), Bachelor', 'Christliche Theologien in ökomenischer Perspektive, Bachelor of Arts', 'Controlling and Risk Management, Master of Science', 'Deutsch (Lehramt), Bachelor', 'Deutsches und Europäisches Wirtschaftsrecht, Bachelor of Laws, Master of Laws', 'Digital Biomedical and Health Sciences, Bachelor of Science', 'Economic Policy, Master of Science', 'Elektrotechnik, Bachelor of Science, Master of Science', 'Elektrotechnik (dual), Bachelor of Science', 'Elektrotechnik (Lehramt), Bachelor', 'Englisch (Lehramt), Staatsexamen', 'Entrepreneurship and SME Management, Master of Science', 'Europäische Wirtschaftskommunikation, Bachelor of Arts', 'Executive Master of Business Administration, Master of Business Administration', 'Fahrzeugbau - Automotive Engineering, Bachelor of Science, Master of Science', 'Fertigungstechnik (Lehramt), Bachelor', 'Finanz- und Rechnungswesen (Lehramt), Bachelor', 'Französisch (Lehramt), Bachelor', 'Geschichte, Bachelor of Arts, Master of Arts', 'Geschichte (Lehramt), Bachelor', 'Human Computer Interaction, Master of Science', 'Informatik, Bachelor of Science, Master of Science', 'Informatik (dual), Bachelor of Science', 'Informatik (Lehramt), Bachelor', 'International Production Engineering and Management, Master of Science', 'Internationale Kulturhistorische Studien, Master of Arts', 'Kunst (Lehramt), Bachelor, Master', 'Kunstgeschichte, Bachelor of Arts', 'Literatur, Kultur,Medien, Bachelor of Arts', 'Literaturwissenschaft: Literatur, Kultur, Medien, Master of Arts', 'Management und Märkte, Master of Science', 'Maschinenbau, Bachelor of Science, Master of Science', 'Maschinenbau (dual), Bachelor of Science', 'Maschinenbautechnik (Lehramt), Bachelor', 'Materialwissenschaft und Werkstofftechnik, Master of Science', 'Mathematik, Bachelor of Science, Master of Science', 'Mathematik (Lehramt), Bachelor', 'Mechatronics, Master of Science', 'Medien und Gesellschaft, Master of Arts', 'Medienkultur, Master of Arts', 'Medienmanagement, Bachelor', 'Medienwissenschaft, Bachelor of Arts', 'Musik (Lehramt), Bachelor, Master', 'Nanoscience and Nanotechnology, Master of Science', 'Pädagogik: Entwicklung und Inklusion, Bachelor of Arts', 'Philosophie, Bachelor of Arts, Master of Arts', 'Philosophie / Ethik (Lehramt), Bachelor', 'Physik, Bachelor of Science, Master of Science', 'Physik (Lehramt), Bachelor', 'Plurale Ökonomik, Master of Arts', 'Praktische Philosophie (Lehramt), Bachelor', 'Produktion, Logistik, Absatz (Lehramt), Bachelor', 'Psychologie, Bachelor of Science, Master of Science', 'Religionslehre (Evangelische und Katholische) (Lehramt), Bachelor of Arts', 'Roads to Democracy(ies), Master of Arts', 'Sachunterricht (Lehramt), Bachelor, Master', 'Sicherheitsmanagement, Master', 'Soziale Arbeit, Bachelor of Arts', 'Sozialwissenschaften, Bachelor of Arts, Master of Arts', 'Sozialwissenschaften (Lehramt), Bachelor', 'Sozialwissenschaften in Europa, Bachelor of Arts', 'Spanisch (Lehramt), Bachelor', 'Sprache und Kommunikation, Bachelor of Arts', 'Sprachwissenschaft: Deutsch, Englisch, Romanische Sprachen, Master of Arts', 'Städtebau NRW, Master of Science', 'Technische Informatik (Lehramt), Bachelor of Science', 'Theaterpädagogik, Master of Arts', 'Volkswirtschaftslehre, Bachelor of Science', 'Wirtschaftsinformatik, Bachelor of Science, Master of Science', 'Wirtschaftsinformatik (dual), Bachelor of Science', 'Wirtschaftsinformatik (Lehramt), Bachelor', 'Wirtschaftsingenieurwesen, Bachelor of Science, Master of Science', 'Wirtschaftslehre / Politik (Lehramt), Bachelor of Arts', 'Wirtschaftswissenschaften, Bachelor', 'Wirtschaftswissenschaften (Lehramt), Bachelor of Arts']"
410,a-10058,FOM Hochschule für Oekonomie & Management gemeinnützige GmbH,Siegen,57078,Nordrhein-Westfalen,Birlenbacher Strasse 17,privat,NaN,1991,50.90853370000, 8.00767290000,"0,0%","11,6%","7,0%","4,7%","23,3%","51,2%","0,0%","2,3%","0,0%","0,0%","[', Bachelor of Science', 'Betriebswirtschaft & Wirtschaftspsychologie (berufsbegleitend), Master of Science', 'Betriebswirtschaft & Wirtschaftspsychologie (dual), Bachelor of Arts', 'Big Data & Business Analytics (berufsbegleitend), Master of Science', ', Master of Science', ', Bachelor of Arts', ', Master of Science', ', Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Science', ', Bachelor of Engineering', ', Master of Arts', ', Master of Arts', ', Master of Science', ', Master of Science', ', Bachelor of Arts, Master of Arts', ', Master of Arts', ', Bachelor of Science', ', Bachelor of Science, Master of Science', ', Master of Arts', ', Master of Science', ', Bachelor of Laws']"
411,a-110,Hochschule der Deutschen Bundesbank,Hachenburg,57627,Rheinland-Pfalz,Schloß,privat,NaN,1980,50.66148500000, 7.82536480000,"0,0%","0,0%","0,0%","0,0%","0,0%","50,0%","50,0%","0,0%","0,0%","0,0%","['Zentralbankwesen / Central Banking (dual), Bachelor of Science']"
412,a-9954,FOM Hochschule für Oekonomie & Management gemeinnützige GmbH,Hagen,58093,Nordrhein-Westfalen,Roggenkamp 12,privat,NaN,1991,51.36398220000, 7.50235310000,"0,0%","0,0%","0,0%","0,0%","25,0%","75,0%","0,0%","0,0%","0,0%","0,0%","['Business Administration (berufsbegleitend), Bachelor of Science', 'Betriebswirtschaft & Wirtschaftspsychologie, Bachelor of Arts', 'Business Administration, Bachelor of Arts']"
413,a-208,"Fachhochschule Südwestfalen, Standort Hagen",Hagen,58095,Nordrhein-Westfalen,Haldener Straße 182,staatlich,12000,2002,51.36639120000, 7.49758610000,"0,0%","47,6%","4,8%","0,0%","0,0%","47,6%","0,0%","0,0%","0,0%","0,0%","[', Master of Science', 'Management für Ingenieur- und Naturwissenschaften (Verbundstudium), Bachelor of Arts', 'Wirtschaftsingenieurwesen - Energie und Gebäude, Bachelor of Science', 'Wirtschaftsingenieurwesen (Verbundstudium), Bachelor of Engineering', ', Bachelor of Engineering, Master of Engineering', ', Master of Science', ', Bachelor of Science', 'Angewandte Wissenschaft in Technik und Wirtschaft, Bachelor of Science', 'Betriebswirtschaft - Wirtschaftsrecht (Verbundstudium), Bachelor of Science', 'Betriebswirtschaftslehre, Master of Business Adminstration and Engineering', 'Elektrotechnik, Bachelor of Engineering, Master of Engineering', 'Elektrotechnik (Verbundstudium), Bachelor of Engineering', 'Informatics and Business, Bachelor of Science', 'International Business Administration, Bachelor of Science, Master of Science', 'International Business Administration and Engineering, Bachelor of Engineering', 'International Business Administration and Informatics, Bachelor of Science', 'Management für Ingenieur- und Naturwissenschaften (Verbundstudium), Bachelor of Laws, Master of Laws']"
414,a-222,Fernuniversität Hagen,Hagen,58097,Nordrhein-Westfalen,Feithstraße 152,staatlich,80464,1974,51.37759000000, 7.49093000000,"0,0%","5,6%","25,0%","0,0%","19,4%","38,9%","0,0%","11,1%","0,0%","0,0%","['Master of Mediation (MM), Master of Arts', 'Bildung und Medien - eEducation, Bachelor of Arts', 'Bildungswissenschaft, Master of Arts', 'Geschichte Europas – Epochen, Umbrüche, Verflechtungen, Bachelor of Science, Master of Science', 'Informatik, Bachelor of Science, Master of Science', 'Mathematik, Bachelor of Science', 'Mathematisch-technische Softwareentwicklung, Master of Mediation', 'Mediation, Master of Arts', 'Neuere deutsche Literatur im medienkulturellen Kontext, Master of Arts', 'Philosophie im europäischen Kontext, Master of Arts', 'Politikwissenschaft – Regieren und Partizipation, Bachelor of Arts', 'Politikwissenschaft, Verwaltungswissenschaft, Soziologie, Master of Science', 'Praktische Informatik, Bachelor of Science, Master of Science', 'Psychologie, Bachelor of Laws, Master of Laws', 'Rechtswissenschaften, Master of Arts', 'Soziologie – Zugänge zur Gegenwartsgesellschaft, Master of Science', 'Umweltwissenschaften - infernum, Master of Science', 'Volkswirtschaft, Bachelor of Science, Master of Science', 'Wirtschaftsinformatik, Bachelor of Science, Master of Science', 'Wirtschaftswissenschaft, Master of Science']"
415,a-381,Universität Witten/Herdecke,Witten,58448,Nordrhein-Westfalen,Alfred-Herrhausen-Straße 50,privat,2400,1982,51.45223280000, 7.35694140000,"0,0%","0,0%","0,0%","27,8%","27,8%","27,8%","0,0%","16,7%","0,0%","0,0%","[', Master of Science', 'Community Health Nursing, Master of Arts', 'Ethik und Organisation, Master of Arts', 'General Management, Staatsexamen', ', Master of Science', ', Bachelor of Science', ', Master of Arts', ', Master of Science', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Science', ', Master of Science', ', Master of Science', ', Staatsexamen']"
416,a-5421,"Fachhochschule Südwestfalen, Standort Lüdenscheid",Lüdenscheid,58507,Nordrhein-Westfalen,Bahnhofsallee 5,staatlich,12000,2002,51.22117700000, 7.62968110000,"0,0%","100,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","['Kunststofftechnik (Verbundstudium), Bachelor of Engineering', 'Maschinenbau (Verbundstudium), Master of Engineering', 'Medizintechnik, Bachelor of Engineering, Master of Engineering', 'Wirtschaftsingenieurwesen - Energie und Gebäude, Bachelor of Engineering']"
417,a-59,"University of Applied Sciences Europe, Iserlohn",Iserlohn,58636,Nordrhein-Westfalen,Reiterweg 26b,privat,NaN,NaN,51.38436530000, 7.71924530000,"0,0%","0,0%","0,0%","0,0%","19,0%","66,7%","0,0%","14,3%","0,0%","0,0%","['Betriebswirtschaftslehre, Bachelor of Science', 'Betriebswirtschaftslehre (dual) mit Spezialisierung E-Commerce, Bachelor of Science', 'Betriebswirtschaftslehre (dual) mit Spezialisierung Industrie, Bachelor of Science', 'BWL & Steuern (dual), Bachelor of Science', 'Corporate Management, Master of Science', 'Finance & Management, Master of Science', 'International Sport & Event Management, Master of Arts', 'Journalismus & Unternehmenskommunikation, Bachelor of Arts', 'Kommunikations- und Medienmanagement, Bachelor of Science', 'Marketing Management & PR, Master of Arts', 'Master of Business Administration (MBA), Master of Business Administration', 'Psychologie, Bachelor of Science', 'Sport & Event Management, Bachelor of Science', 'Sport & Event Management - Soccer Management, Bachelor of Science', 'Wirtschaftspsychologie, Bachelor of Science, Master of Science']"
418,a-209,"Fachhochschule Südwestfalen, Standort Iserlohn",Iserlohn,58644,Nordrhein-Westfalen,Frauenstuhlweg 31,staatlich,12000,2002,51.36834000000, 7.68736000000,"0,0%","66,7%","33,3%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","['Angewandte Informatik (Verbundstudium), Bachelor of Science, Master of Science', 'Angewandte Künstliche Intelligenz (Verbundstudium), Master of Science', 'Angewandte Wissenschaften in Technik und Wirtschaft, Master of Science', 'Automotive, Bachelor of Engineering', 'Bio- und Nanotechnologien, Bachelor of Science', 'Fertigungstechnik, Bachelor of Engineering', 'Informatik, Bachelor of Science', 'Integrierte Produktentwicklung, Master of Engineering', 'Kunststofftechnik, Bachelor of Engineering', 'Kunststofftechnik (Verbundstudium), Bachelor of Engineering', 'Life Science Analytics, Bachelor of Science', 'Life Science Engineering (Verbundstudium), Master of Science', 'Maschinenbau (Verbundstudium), Bachelor of Engineering, Master of Engineering', 'Mechatronik, Bachelor of Engineering', 'Mechatronik (Verbundstudium), Bachelor of Engineering', 'Produktentwicklung / Konstruktion, Bachelor of Engineering']"
419,a-3073,Hochschule Hamm-Lippstadt,Hamm,59063,Nordrhein-Westfalen,Marker Allee 76-78,staatlich,6200,2009,51.68239000000, 7.84032990000,"0,0%","35,0%","15,0%","0,0%","15,0%","30,0%","0,0%","5,0%","0,0%","0,0%","['Angewandte Biomedizintechnik, Master of Science', 'Biomedizinische Technologie, Bachelor of Engineering', 'Biomedizinisches Management und Marketing, Master of Science', 'Energietechnik und Ressourcenoptimierung, Bachelor of Engineering', 'Intelligent Systems Design, Bachelor of Engineering', 'Intercultural Business Psychology, Master of Science', 'Interkulturelle Wirtschaftspsychologie, Bachelor of Science', 'Product and Asset Management, Master of Science', 'Product Development and Business Studies, Master of Engineering', 'Sport- und Gesundheitstechnik, Bachelor of Engineering', 'Technisches Management und Marketing, Bachelor of Science', 'Umwelt- und Gefahrstoffanalytik, Master of Science', 'Umweltmonitoring und Forensische Chemie, Bachelor of Engineering']"
420,a-388,SRH Hochschule in Nordrhein-Westfalen,Hamm,59065,Nordrhein-Westfalen,Platz der Deutschen Einheit 1,privat,750,2005,51.67854380000, 7.81038650000,"0,0%","11,1%","0,0%","0,0%","38,9%","50,0%","0,0%","0,0%","0,0%","0,0%","[', Bachelor of Arts', 'Veranstaltungshinweise, Bachelor of Science', 'Arbeits- und Organisationspsychologie – Präsenzstudium, Bachelor of Science', 'Betriebswirtschaftslehre, Bachelor of Science', ', Bachelor of Science', ', Bachelor of Science', ', Master of Engineering', ', Master of Arts', ', Master of Science', ', Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Science', ', Bachelor of Science', ', Bachelor of Science']"
421,a-133,Hochschule für Finanzen Nordrhein-Westfalen,Nordkirchen,59394,Nordrhein-Westfalen,Schloß,staatlich,NaN,NaN,51.73214660000, 7.53401800000,"0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","100,0%","0,0%","0,0%","0,0%","['Finanzverwaltung, Diplom']"
422,a-10340,"DHGS Deutsche Hochschule für Gesundheit und Sport, Unna",Unna,59427,Nordrhein-Westfalen,Heinrich-Werner-Platz 1,privat,1300,2007,51.55228030000, 7.63692850000,"0,0%","0,0%","0,0%","40,0%","50,0%","0,0%","0,0%","0,0%","0,0%","10,0%","['Angewandte Psychologie (Vollzeit, Teilzeit, dual, berufsbegleitend), Bachelor of Science, Master of Science', 'Life Coaching (Vollzeit, Teilzeit, dual, berufsbegleitend), Bachelor of Science', 'Medizinpädagogik, Bachelor of Arts', 'Pflege, Bachelor of Science', 'Physician Assistance, Bachelor of Science', 'Physiotherapie, Bachelor of Science', 'Positive Psychologie und Coaching, Master of Arts']"
423,a-4029,"Hochschule für angewandtes Management, Campus Unna",Unna,59427,Nordrhein-Westfalen,Heinrich-Werner-Platz 1,privat,NaN,2004,51.55228030000, 7.63692850000,"0,0%","0,0%","0,0%","5,0%","35,0%","60,0%","0,0%","0,0%","0,0%","0,0%","['Betriebswirtschaftslehre, Bachelor of Arts, Master of Arts', 'Digitale Psychologie, Bachelor', 'eSports Management, Bachelor', 'Fashionmanagement & Global Management, Bachelor', 'Fußballmanagement, Bachelor, Master', 'Handelsmanagement und E-Commerce, Bachelor', 'Influencer Marketing, Bachelor', 'Sportmanagement, Bachelor of Arts', 'Training & Coaching im Fußball, Bachelor', 'Wirtschaftsinformatik, Bachelor of Science, Master of Science', 'Wirtschaftspsychologie, Bachelor of Arts']"
424,a-207,"Fachhochschule Südwestfalen, Standort Soest",Soest,59494,Nordrhein-Westfalen,"Lübecker Ring 2, Gebäude 3",staatlich,12000,2002,51.56220700000, 8.11357030000,"7,7%","46,2%","7,7%","0,0%","15,4%","19,2%","0,0%","3,8%","0,0%","0,0%","['Veranstaltungshinweise, Bachelor of Science, Master of Science', 'Agrarwirtschaft, Master of Science', 'Angewandte Wissenschaft in Technik und Wirtschaft, Bachelor of Arts', 'Business Administration with Informatics, Bachelor of Science', 'Design- und Projektmanagement, Master of Engineering', 'Digitale Technologien, Bachelor of Engineering', 'Digitale Technologien (dual ausbildungsintegrierend), Bachelor of Engineering', 'Ditigale Technologien (dual praxisintegrierend), Bachelor of Engineering', 'Elektrotechnik, Bachelor of Engineering', 'Elektrotechnik (dual, ausbildungsintegrierend), Bachelor of Engineering', 'Elektrotechnik (dual, praxisintegrierend), Bachelor of Arts', 'Frühpädagogik, Bachelor of Arts, Master of Arts', 'Frühpädagogik (Verbundstudium), Master of Arts', 'International Management & Information Systems, Master of Arts', 'International Management & Information Systems - online, Bachelor of Engineering', 'Maschinenbau, Bachelor of Engineering', 'Maschinenbau (dual, ausbildungsintegrierend), Bachelor of Engineering', 'Maschinenbau (dual, praxisintegrierend), Master of Arts', 'Medienpädagogik (berufsbegleitendes Verbundstudium), Master of Science', 'Systems Engineering and Engineering Management, Master of Engineering', 'Technik- und Unternehmensmanagement (Verbundstudium), Bachelor of Engineering', 'Wirtschaftsingenieurwesen, Bachelor of Engineering', 'Wirtschaftsingenieurwesen (dual, ausbildungsintegrierend), Bachelor of Engineering', 'Wirtschaftsingenieurwesen (dual, praxisintegrierend), Bachelor of Engineering']"
